word1863: 1
word1867: 1
word1869: 1
word1873: 1
word188: 1
word1885: 1
word19: 1
word190: 1
word1915: 1
word192: 1
word1921: 1
word193: 1
word1939: 1
word1942: 1
word1947: 2
word1952: 1
word1956: 1
word1958: 1
word1959: 2
word196: 1
word197: 1
word1975: 1
word1977: 1
word1985: 1
word1988: 1
word199: 1
word1996: 1
word2: 16
word20: 5
word2005: 1
word2011: 1
word2016: 1
word202: 1
word2023: 2
word2024: 1
word2027: 1
word203: 1
word2030: 1
word2037: 1
word2045: 1
word2052: 1
word2066: 1
word208: 1
word21: 3
word2104: 1
word211: 1
word2117: 1
word213: 1
word2149: 1
word2162: 1
word217: 1
word219: 1
word22: 1
word2204: 1
word2207: 1
word221: 2
word2211: 1
word2218: 1
word2233: 1
word2236: 1
word224: 1
word2244: 1
word225: 1
word2267: 1
word23: 3
word230: 1
word231: 2
word2312: 1
word2324: 1
word2335: 1
word2336: 1
word234: 1
word2352: 1
word2359: 1
word2368: 1
word237: 1
word2378: 1
word238: 1
word2383: 1
word24: 3
word2417: 1
word2425: 2
word2444: 1
word245: 2
word2453: 1
word247: 1
word2472: 1
word25: 5
word2517: 1
word252: 1
word2520: 1
word2552: 1
word2556: 1
word256: 2
word2560: 1
word2573: 1
word26: 3
word2607: 1
word2608: 1
word2616: 1
word2618: 2
word262: 1
word2624: 1
word2627: 2
word2649: 1
word2660: 1
word267: 1
word268: 1
word2683: 1
word2695: 1
word27: 3
word2713: 1
word2717: 1
word2719: 1
word272: 1
word2731: 1
word2745: 1
word275: 2
word277: 1
word2773: 1
word2784: 1
word279: 1
word2796: 1
word28: 1
word2817: 1
word282: 1
word2826: 1
word2828: 1
word2829: 1
word283: 2
word2853: 1
word2876: 1
word2879: 1
word289: 1
word2890: 1
word29: 2
word291: 1
word2913: 1
word2932: 1
word2938: 1
word294: 1
word295: 1
word2957: 1
word296: 1
word2960: 1
word2962: 1
word2967: 1
word297: 1
word2982: 1
word2989: 1
word2993: 1
word3: 7
word30: 3
word3007: 1
word3016: 1
word3031: 1
word3034: 1
word307: 1
word31: 1
word310: 1
word3102: 2
word3111: 1
word3139: 1
word3143: 1
word3155: 1
word3163: 1
word3169: 1
word3179: 1
word32: 3
word321: 2
word3214: 1
word3230: 1
word3235: 1
word324: 1
word3243: 1
word3281: 1
word3284: 1
word3292: 1
word33: 1
word3300: 1
word3318: 1
word332: 1
word3340: 1
word3344: 1
word3347: 1
word3350: 1
word3354: 1
word3356: 1
word336: 1
word3379: 1
word340: 1
word3405: 1
word341: 1
word3420: 1
word3421: 1
word3424: 1
word345: 1
word3453: 1
word3458: 3
word346: 1
word347: 1
word3486: 1
word35: 1
word3500: 1
word3511: 1
word352: 1
word3527: 1
word3566: 1
word358: 1
word3588: 1
word3589: 1
word36: 2
word360: 1
word3616: 1
word3632: 1
word3642: 1
word3643: 1
word3644: 1
word3650: 1
word367: 1
word3670: 1
word3675: 1
word3676: 1
word3688: 1
word369: 1
word370: 1
word3704: 1
word3712: 1
word3717: 1
word372: 1
word3726: 1
word373: 1
word3752: 1
word3765: 1
word378: 1
word3788: 1
word3789: 1
word379: 1
word38: 2
word380: 1
word382: 1
word3839: 1
word3846: 1
word3847: 1
word386: 2
word3871: 1
word3885: 1
word39: 1
word391: 1
word3932: 2
word3966: 1
word3968: 1
word397: 1
word3975: 1
word3993: 1
word4: 12
word40: 2
word4001: 1
word4014: 1
word404: 1
word405: 1
word4056: 1
word415: 1
word4177: 1
word418: 1
word419: 1
word42: 1
word4209: 1
word4229: 1
word425: 1
word426: 1
word4265: 1
word4270: 1
word4321: 1
word4373: 1
word438: 1
word4387: 2
word439: 1
word4393: 1
word44: 4
word440: 1
word4426: 1
word443: 1
word4441: 1
word4461: 1
word447: 2
word4471: 1
word45: 3
word451: 2
word4556: 1
word4561: 1
word457: 1
word46: 1
word462: 1
word4629: 1
word4631: 1
word4637: 1
word464: 1
word4647: 1
word469: 1
word4698: 1
word4707: 1
word473: 1
word4742: 1
word475: 1
word4759: 1
word478: 2
word4787: 1
word48: 2
word4801: 1
word4857: 1
word486: 1
word4865: 1
word4882: 1
word4887: 1
word49: 2
word4905: 1
word4917: 1
word492: 2
word4923: 1
word4939: 1
word4946: 1
word4948: 1
word498: 1
word5: 5
word50: 1
word500: 1
word5001: 1
word5013: 2
word5033: 1
word5056: 1
word5059: 1
word51: 2
word5109: 1
word5119: 1
word514: 1
word515: 1
word5151: 1
word517: 1
word5184: 1
word52: 2
word522: 1
word526: 1
word5268: 1
word5273: 1
word5318: 1
word5323: 1
word5375: 1
word5393: 1
word5405: 1
word541: 1
word5426: 1
word5475: 1
word5495: 1
word55: 3
word5503: 1
word5515: 1
word5531: 1
word556: 1
word56: 2
word5635: 1
word564: 2
word565: 1
word5678: 1
word57: 1
word5706: 1
word5716: 1
word5756: 1
word5779: 1
word579: 1
word58: 1
word581: 1
word5831: 1
word5839: 1
word5874: 1
word5886: 1
word589: 1
word5894: 1
word5896: 1
word59: 1
word5913: 1
word594: 1
word597: 1
word5981: 1
word5996: 1
word6: 8
word60: 1
word603: 1
word6031: 1
word605: 2
word6080: 1
word61: 1
word6101: 1
word6119: 1
word613: 1
word615: 1
word616: 2
word617: 1
word6171: 1
word6174: 1
word62: 1
word6209: 1
word626: 1
word6290: 1
word6303: 1
word632: 1
word6327: 1
word6348: 1
word6369: 1
word637: 1
word6378: 1
word643: 1
word645: 1
word6478: 1
word650: 1
word6521: 1
word6522: 1
word6524: 1
word653: 1
word654: 1
word66: 4
word662: 1
word663: 1
word667: 2
word6677: 1
word669: 1
word6693: 1
word6704: 1
word671: 1
word6725: 1
word6727: 1
word6732: 1
word6752: 1
word676: 1
word6768: 1
word677: 1
word6771: 1
word6780: 1
word68: 3
word681: 1
word6816: 1
word683: 1
word6884: 1
word69: 1
word6907: 1
word6930: 1
word6945: 1
word696: 1
word6971: 1
word698: 1
word699: 1
word7: 5
word706: 1
word708: 2
word7084: 1
word71: 2
word710: 1
word711: 1
word7130: 1
word7161: 1
word718: 1
word7185: 1
word7190: 1
word7196: 1
word7198: 1
word72: 1
word7215: 1
word7229: 1
word7286: 1
word73: 3
word7322: 1
word734: 1
word7353: 1
word7354: 1
word7411: 1
word742: 1
word7463: 1
word747: 2
word75: 1
word751: 1
word7596: 1
word76: 1
word760: 1
word7614: 1
word7639: 1
word7668: 1
word7684: 1
word7698: 1
word77: 2
word7727: 1
word7754: 1
word7763: 1
word7782: 1
word7791: 1
word78: 1
word781: 1
word7821: 1
word7830: 1
word7855: 1
word786: 1
word789: 1
word79: 2
word790: 1
word7908: 1
word792: 1
word7948: 1
word795: 1
word7968: 1
word7976: 1
word8: 7
word80: 1
word8005: 1
word8027: 1
word8054: 1
word808: 1
word8106: 1
word8162: 1
word8163: 1
word82: 3
word821: 1
word8250: 1
word8258: 1
word827: 1
word8274: 1
word8293: 1
word83: 1
word831: 1
word8314: 1
word835: 1
word8350: 1
word84: 1
word842: 1
word8422: 1
word8423: 1
word844: 1
word8442: 2
word8458: 1
word846: 1
word847: 1
word8473: 1
word85: 1
word8518: 1
word857: 1
word8585: 1
word859: 1
word8593: 1
word862: 1
word8632: 1
word8667: 1
word8678: 1
word8687: 1
word8688: 1
word869: 1
word8699: 1
word87: 2
word871: 1
word8725: 1
word875: 1
word8762: 1
word88: 1
word8819: 1
word8852: 1
word8901: 1
word8904: 1
word8911: 1
word8920: 1
word8921: 1
word8936: 1
word8980: 1
word9: 5
word90: 1
word9006: 1
word9014: 2
word9019: 1
word903: 1
word9050: 1
word9058: 1
word906: 1
word9080: 1
word912: 1
word9123: 1
word9137: 1
word9144: 1
word9149: 1
word9152: 1
word9159: 1
word92: 2
word922: 1
word925: 1
word927: 1
word928: 1
word929: 1
word93: 1
word9310: 1
word9327: 1
word933: 1
word9332: 1
word9342: 1
word935: 2
word9397: 1
word94: 2
word9455: 1
word9469: 1
word9474: 1
word9500: 1
word9504: 1
word9537: 1
word954: 1
word9547: 1
word9548: 1
word9553: 1
word9568: 1
word9581: 1
word9597: 1
word96: 2
word9676: 1
word97: 1
word973: 1
word9781: 1
word9810: 1
word9844: 1
word985: 1
word9876: 1
word989: 2
word99: 3
word9905: 1
word9921: 1
word9949: 1
word9953: 1
word9968: 1
